date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:39:39	2371/2371	---MCZ	200	added ('OK')	application/javascript	etag:W/%224da6d61571433953e6d76ed24c6cda9b%22	https://www.refer.me/_next/static/chunks/252f366e-b7ecc82b97bc47fe.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/252f366e-b7ecc82b97bc47fe.js	(from https://www.refer.me/referrals)
23:39:39	325/325	---M--	200	added ('OK')	application/javascript	etag:%22fc9cce71fbe4dbb1084c5f8c0c9d5c4a%22	https://www.refer.me/_next/static/chunks/6728d85a-d6263281a1aaaf90.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/6728d85a-d6263281a1aaaf90.js	(from https://www.refer.me/referrals)
23:39:39	20863/20863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22691cb866e9703f43acebda2a897328af%22	https://www.refer.me/_next/static/chunks/3007-4f9e7ed18afef332.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3007-4f9e7ed18afef332.js	(from https://www.refer.me/referrals)
23:39:40	80937/80937	---MCZ	200	added ('OK')	application/javascript	etag:W/%2227c026016de80a82eb199df11783531e%22	https://www.refer.me/_next/static/chunks/5657-a0ae60719a4204ac.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/5657-a0ae60719a4204ac.js	(from https://www.refer.me/referrals)
23:39:40	10670/10670	---MCZ	200	added ('OK')	application/javascript	etag:W/%22462123df7d21ed666bf15e1835fca236%22	https://www.refer.me/_next/static/chunks/3097-8697948c90d17a41.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3097-8697948c90d17a41.js	(from https://www.refer.me/referrals)
23:39:40	91831/91831	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b048b631b118e5ad775da6e6fa3163d%22	https://www.refer.me/_next/static/chunks/3729-ed95afdc8927aabf.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3729-ed95afdc8927aabf.js	(from https://www.refer.me/referrals)
23:39:40	41565/41565	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a1645254cf2df440f32e67a1418d1f9%22	https://www.refer.me/_next/static/chunks/8922-41617c79636454b7.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/8922-41617c79636454b7.js	(from https://www.refer.me/referrals)
23:39:41	10045/10045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b874c14dc09df8eef412fd6fcd886102%22	https://www.refer.me/_next/static/chunks/5478-aa7dbfda9eaf3865.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/5478-aa7dbfda9eaf3865.js	(from https://www.refer.me/referrals)
23:39:41	11752/11752	---MCZ	200	added ('OK')	application/javascript	etag:W/%220aad75e579ec816f53265bf04618c580%22	https://www.refer.me/_next/static/chunks/8285-d14280f6fc3e619e.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/8285-d14280f6fc3e619e.js	(from https://www.refer.me/referrals)
23:39:41	5686/5686	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e909d736ca824adaa22a4f033313fd%22	https://www.refer.me/_next/static/chunks/3778-fba03f3643b739e0.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3778-fba03f3643b739e0.js	(from https://www.refer.me/referrals)
23:39:41	8718/8718	---MCZ	200	added ('OK')	application/javascript	etag:W/%228a79af73e2711b8f831a9f937e03114a%22	https://www.refer.me/_next/static/chunks/5882-0ef9bc4b57b7fc6b.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/5882-0ef9bc4b57b7fc6b.js	(from https://www.refer.me/referrals)
23:39:41	39858/39858	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b430af5812f4a126a8cae1c455b081e9%22	https://www.refer.me/_next/static/chunks/3962-c60a0f1aa22e08ea.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3962-c60a0f1aa22e08ea.js	(from https://www.refer.me/referrals)
23:39:42	5647/5647	---MCZ	200	added ('OK')	application/javascript	etag:W/%22712942edd6555cf4ad2caeb00b8a63a1%22	https://www.refer.me/_next/static/chunks/pages/referrals-9602f142e2d5ffa4.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/pages/referrals-9602f142e2d5ffa4.js	(from https://www.refer.me/referrals)
23:39:42	11626/11626	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215c4a4873e968ab21dbc8363218b987b%22	https://www.refer.me/_next/static/chunks/8871-d2fcab31cce0e0d6.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/8871-d2fcab31cce0e0d6.js	(from https://www.refer.me/jobs)
23:39:43	26794/26794	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251c6269de4ff47fba4739df8ef42e01e%22	https://www.refer.me/_next/static/chunks/pages/jobs-75339a47a585fb37.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/pages/jobs-75339a47a585fb37.js	(from https://www.refer.me/jobs)
23:39:43	20585/20585	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b9d0999895ff10ffdccf5ece3c2d32f%22	https://www.refer.me/_next/static/chunks/4893-f1586451bb7883c6.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/4893-f1586451bb7883c6.js	(from https://www.refer.me/resources)
23:39:43	11784/11784	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a9b7eb56a6ff89d051eb48cd568dc664%22	https://www.refer.me/_next/static/chunks/pages/resources-cf4e5a3d28e61b9d.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/pages/resources-cf4e5a3d28e61b9d.js	(from https://www.refer.me/resources)
23:39:44	21251/21251	---M--	200	added ('OK')	image/png	etag:%223a22161bfc7d5376f928e746fc606297%22	https://s3.amazonaws.com/refer.me/site/generic/book.png	D:/Research/Hands-on/referral/s3.amazonaws.com/refer.me/site/generic/book.png	(from https://www.refer.me/resources)
23:39:45	25007/25007	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2018:09:45%20GMT	https://www.refer.me/resources/software-engineers/introduction	D:/Research/Hands-on/referral/www.refer.me/resources/software-engineers/introduction.html	(from https://www.refer.me/resources)
23:39:46	24978/24978	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2018:09:46%20GMT	https://www.refer.me/resources/product-managers/summary	D:/Research/Hands-on/referral/www.refer.me/resources/product-managers/summary.html	(from https://www.refer.me/resources)
23:39:46	16158/16158	---MCZ	200	added ('OK')	application/javascript	etag:W/%228404638c10883047a0670d7d98aab28a%22	https://www.refer.me/_next/static/chunks/5070-c34138d512517fd8.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/5070-c34138d512517fd8.js	(from https://www.refer.me/career-coaching/book)
23:39:46	13847/13847	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bbccb6c2325da164e35ed3d302b4819d%22	https://www.refer.me/_next/static/chunks/3181-bcf9835e86a3c656.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/3181-bcf9835e86a3c656.js	(from https://www.refer.me/career-coaching/book)
23:39:46	17965/17965	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ce92229810536260114b5109bfd53aab%22	https://www.refer.me/_next/static/chunks/pages/career-coaching/book-ece27be722ca6936.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/pages/career-coaching/book-ece27be722ca6936.js	(from https://www.refer.me/career-coaching/book)
23:39:49	176658/176658	---M--	200	added ('OK')	image/png	etag:%224a14aaf1dc8c0f74ef580fe7236df68f%22	https://s3.amazonaws.com/refer.me/site/generic/mentorship.png	D:/Research/Hands-on/referral/s3.amazonaws.com/refer.me/site/generic/mentorship.png	(from https://www.refer.me/career-coaching/book)
23:39:49	96274/96274	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2018:09:48%20GMT	https://www.refer.me/career-coaching/mentor	D:/Research/Hands-on/referral/www.refer.me/career-coaching/mentor.html	(from https://www.refer.me/career-coaching/book)
23:39:50	9796/9796	---MCZ	200	added ('OK')	application/javascript	etag:W/%223939c4fa7d35c24677c11adcccb1b5b0%22	https://www.refer.me/_next/static/chunks/pages/resume-review/book-0e43af0602b4e045.js	D:/Research/Hands-on/referral/www.refer.me/_next/static/chunks/pages/resume-review/book-0e43af0602b4e045.js	(from https://www.refer.me/resume-review/book)
23:39:50	147598/147598	---M--	200	added ('OK')	image/png	etag:%22dd6b4e0a3a2a0977e099d2d00d1c7f45%22	https://s3.amazonaws.com/refer.me/site/generic/faq.png	D:/Research/Hands-on/referral/s3.amazonaws.com/refer.me/site/generic/faq.png	(from https://www.refer.me/career-coaching/book)
23:39:52	63287/63287	---MCZ	200	added ('OK')	text/html	etag:W/%225b4406b322990ac5aa13daf4a2851f00%22	https://www.refer.me/contact	D:/Research/Hands-on/referral/www.refer.me/contact	(from https://www.refer.me/resume-review/book)
